SchoolCode,SchoolName,SchoolType,Grade,TotalEnrollment,FirstLanguageNotEnglish,PctFirstLanguageNotEnglish,EnglishLanguageLearner,PctEnglishLanguageLearner,StudentsWithDisabilities,PctStudentsWithDisabilities,HighNeeds,PctHighNeeds,EconomicallyDisadvantaged,PctEconomicallyDisadvantaged,TotalNoOfClasses,AverageClassSize,NumberOfStudents,SalaryTotals,AverageSalary,FTECount,InDistrictExpenditures,TotalInDistrictFTEs,AverageInDistrictExpendituresPerPupil,TotalExpenditures,TotalPupilFTEs,AverageExpendituresPerPupil,AccountabilityAndAssistanceLevel,AccountabilityAndAssistanceDescription,SchoolAccountablityPercentile,ProgressAndPerformanceAll,ProgressAndPerformanceHighNeeds,DistrictAccountability,DistrictProgressAndPerformanceAll,DistrictProgressAndPerformanceHighNeeds
3160015,Park Avenue Elementary,Public School,"PK,K,01,02,03,04",845,76,9,68,8,171,20.2,564,66.7,479,56.7,145,24.1,839,9460992,71242,133,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,Level 3,Among lowest performing 20% of schools,1,34,36,Level 3,40,37
3160315,Webster Middle School,Public School,"05,06,07,08",566,42,7.4,20,3.5,112,19.8,323,57.1,272,48.1,264,24.4,594,9460992,71242,133,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,Level 3,Among lowest performing 20% of schools,7,43,38,Level 3,40,37
3160505,Bartlett High School,Public School,"09,10,11,12",443,51,11.5,26,5.9,70,15.8,224,50.6,181,40.9,239,15.7,465,9460992,71242,133,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95,Level 3,Among lowest performing 20% of schools and subgroups,13,39,48,Level 3,40,37
3170005,Katharine Lee Bates,Public School,"K,01,02,03,04,05",379,2,0.5,1,0.3,38,10,47,12.4,7,1.8,72,21.9,394,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,92,100,,Level 2,100,79
3170015,Joseph E Fiske,Public School,"PK,K,01,02,03,04,05",441,66,15,34,7.7,59,13.4,123,27.9,45,10.2,79,19,472,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,90,100,88,Level 2,100,79
3170020,John D Hardy,Public School,"K,01,02,03,04,05",308,29,9.4,19,6.2,34,11,65,21.1,14,4.5,76,18.3,313,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,90,100,78,Level 2,100,79
3170025,Hunnewell,Public School,"K,01,02,03,04,05",251,5,2,3,1.2,30,12,36,14.3,6,2.4,52,20.9,272,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,92,100,96,Level 2,100,79
3170045,Schofield,Public School,"K,01,02,03,04,05",368,12,3.3,5,1.4,42,11.4,68,18.5,30,8.2,72,20.7,372,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,90,100,100,Level 2,100,79
3170048,Sprague Elementary School,Public School,"K,01,02,03,04,05",392,26,6.6,14,3.6,52,13.3,82,20.9,18,4.6,85,21,400,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 2,Not meeting gap narrowing goals,94,92,69,Level 2,100,79
3170050,Ernest F Upham,Public School,"K,01,02,03,04,05",222,5,2.3,2,0.9,47,21.2,53,23.9,6,2.7,44,20.4,224,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,78,80,,Level 2,100,79
3170305,Wellesley Middle,Public School,"06,07,08",1145,64,5.6,16,1.4,171,14.9,231,20.2,64,5.6,760,17.5,1159,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 2,Not meeting gap narrowing goals,92,100,69,Level 2,100,79
3170505,Wellesley Sr High,Public School,"09,10,11,12",1512,109,7.2,11,0.7,234,15.5,320,21.2,98,6.5,806,16.2,1513,34204649,90041,380,84951100.2,5022,16915.79,92638098.06,5094.1,18185.37,Level 1,Meeting gap narrowing goals,89,97,86,Level 2,100,79
3180005,Wellfleet Elementary,Public School,"PK,K,01,02,03,04,05",113,3,2.7,2,1.8,25,22.1,46,40.7,35,31,81,13.4,118,1199765,80134,15,3222325.93,109.9,29320.53,3404022.93,128.1,26573.17,Level 1,Meeting gap narrowing goals,69,83,,Level 1,83,
3210045,Mill Pond School,Public School,"04,05,06",889,199,22.4,72,8.1,141,15.9,285,32.1,62,7,393,22.1,880,21578374,78661,274,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,Level 1,2016 Level held harmless,88,94,74,Level 1,91,69
3210305,Sarah W Gibbons Middle,Public School,"07,08",636,125,19.7,19,3,111,17.5,167,26.3,53,8.3,503,15.7,594,21578374,78661,274,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,Level 1,2016 Level held harmless,96,100,69,Level 1,91,69
3210505,Westborough High,Public School,"09,10,11,12",1053,193,18.3,22,2.1,113,10.7,211,20,80,7.6,614,14.4,1048,21578374,78661,274,48909192.5,3604.6,13568.55,53907122.05,3655.8,14745.64,Level 1,Meeting gap narrowing goals,91,99,79,Level 1,91,69
3220005,Major Edwards Elementary,Public School,"PK,K,01,02,03,04,05",402,25,6.2,17,4.2,67,16.7,129,32.1,77,19.2,209,19.1,428,5592907,70796,79,12796571,916.6,13960.91,15386867,1047.5,14689.13,Level 2,Not meeting gap narrowing goals,74,67,59,Level 2,56,49
3220505,West Boylston Junior/Senior High,Public School,"06,07,08,09,10,11,12",513,13,2.5,8,1.6,65,12.7,136,26.5,87,17,328,14.4,496,5592907,70796,79,12796571,916.6,13960.91,15386867,1047.5,14689.13,Level 2,Not meeting gap narrowing goals,58,57,53,Level 2,56,49
3230305,Howard School,Public School,"04,05,06",270,0,0,0,0,24,8.9,67,24.8,48,17.8,161,20.7,278,6039286,66220,91,14383264,1293.8,11117.07,15630767,1330.3,11749.81,Level 2,Not meeting gap narrowing goals,55,63,46,Level 2,62,56
3230505,West Bridgewater Junior/Senior,Public School,"07,08,09,10,11,12",619,5,0.8,2,0.3,49,7.9,129,20.8,87,14.1,442,17.3,634,6039286,66220,91,14383264,1293.8,11117.07,15630767,1330.3,11749.81,Level 2,Not meeting gap narrowing goals,75,60,67,Level 2,62,56
3250015,Franklin Ave,Public School,"K,01,02,03,04,05",251,18,7.2,2,0.8,33,13.1,172,68.5,161,64.1,120,20.4,243,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 1,Meeting gap narrowing goals,21,83,80,Level 3,64,54
3250020,Abner Gibbs,Public School,"K,01,02,03,04,05",218,7,3.2,3,1.4,24,11,115,52.8,103,47.2,120,18.4,221,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 2,Not meeting gap narrowing goals,22,63,48,Level 3,64,54
3250025,Highland,Public School,"K,01,02,03,04,05",396,193,48.7,149,37.6,45,11.4,299,75.5,246,62.1,234,17.8,418,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 2,Not meeting gap narrowing goals,23,47,59,Level 3,64,54
3250033,Munger Hill,Public School,"K,01,02,03,04,05",394,11,2.8,1,0.3,71,18,120,30.5,75,19,200,19.9,398,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 3,Among lowest performing 20% of subgroups,44,67,63,Level 3,64,54
3250036,Paper Mill,Public School,"K,01,02,03,04,05",433,11,2.5,5,1.2,58,13.4,216,49.9,188,43.4,237,18.7,445,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 2,Not meeting gap narrowing goals,39,75,64,Level 3,64,54
3250040,Southampton Road,Public School,"K,01,02,03,04,05",453,25,5.5,10,2.2,73,16.1,207,45.7,171,37.7,240,18.6,445,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 2,Not meeting gap narrowing goals,50,59,78,Level 3,64,54
3250055,Russell Elementary School,Public School,"K,01,02,03,04,05",184,5,2.7,0,0,27,14.7,66,35.9,43,23.4,110,18.2,200,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 2,Not meeting gap narrowing goals,30,53,58,Level 3,64,54
3250305,North Middle School,Public School,"06,07,08",640,22,3.4,2,0.3,118,18.4,245,38.3,166,25.9,370,19.6,686,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 2,Not meeting gap narrowing goals,37,58,49,Level 3,64,54
3250310,South Middle School,Public School,"06,07,08",590,67,11.4,35,5.9,127,21.5,301,51,222,37.6,326,17.4,626,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 3,Among lowest performing 20% of schools and subgroups,17,54,58,Level 3,64,54
3250505,Westfield High,Public School,"09,10,11,12",1269,69,5.4,32,2.5,192,15.1,444,35,337,26.6,604,17.3,1261,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 3,Among lowest performing 20% of subgroups,30,75,78,Level 3,64,54
3250605,Westfield Technical Academy,Public School,"09,10,11,12",540,41,7.6,6,1.1,153,28.3,290,53.7,186,34.4,260,14,502,29473572,67184,439,75044148.17,5572.7,13466.39,78417348.17,5756.3,13622.87,Level 3,Among lowest performing 20% of schools,19,77,76,Level 3,64,54
3260004,Abbot Elementary,Public School,"03,04,05",356,10,2.8,5,1.4,52,14.6,74,20.8,23,6.5,146,19.9,396,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,Level 1,Meeting gap narrowing goals,94,100,99,Level 1,100,77
3260007,Day Elementary,Public School,"03,04,05",357,100,28,14,3.9,53,14.8,86,24.1,21,5.9,139,20,376,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,Level 1,2016 Level held harmless,96,100,72,Level 1,100,77
3260045,John A. Crisafulli Elementary School,Public School,"03,04,05",336,64,19,12,3.6,50,14.9,75,22.3,18,5.4,127,21.9,374,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,Level 1,2016 Level held harmless,97,100,64,Level 1,100,77
3260310,Blanchard Middle,Public School,"06,07,08",614,101,16.4,12,2,75,12.2,115,18.7,29,4.7,274,16.9,613,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,Level 1,Meeting gap narrowing goals,99,100,91,Level 1,100,77
3260330,Stony Brook School,Public School,"06,07,08",691,85,12.3,4,0.6,91,13.2,117,16.9,27,3.9,430,18.6,685,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,Level 1,2016 Level held harmless,98,100,59,Level 1,100,77
3260505,Westford Academy,Public School,"09,10,11,12",1680,169,10.1,12,0.7,165,9.8,224,13.3,61,3.6,697,19.7,1680,27457555,76165,361,63422050.92,5100.2,12435.21,67798033.1,5168.4,13117.8,Level 1,Meeting gap narrowing goals,90,99,89,Level 1,100,77
3270005,Westhampton Elementary School,Public School,"PK,K,01,02,03,04,05,06",130,2,1.5,1,0.8,27,20.8,40,30.8,16,12.3,50,17.9,140,746878,62763,12,1967006,144.4,13621.93,2420150,166.8,14509.29,Level 1,Meeting gap narrowing goals,80,82,,Level 1,82,
3300012,Field Elementary School,Public School,"04,05",347,31,8.9,13,3.7,52,15,81,23.3,14,4,88,20.3,316,18480494,93953,197,48897244.1,2240.3,21826.2,51693260.7,2270.4,22768.35,Level 1,Meeting gap narrowing goals,95,100,85,Level 2,100,88
3300305,Weston Middle,Public School,"06,07,08",514,54,10.5,14,2.7,83,16.1,123,23.9,18,3.5,347,17.6,526,18480494,93953,197,48897244.1,2240.3,21826.2,51693260.7,2270.4,22768.35,Level 2,Not meeting gap narrowing goals,90,100,71,Level 2,100,88
3300505,Weston High,Public School,"09,10,11,12",706,93,13.2,23,3.3,120,17,177,25.1,41,5.8,608,12.9,726,18480494,93953,197,48897244.1,2240.3,21826.2,51693260.7,2270.4,22768.35,Level 1,Meeting gap narrowing goals,88,95,100,Level 2,100,88
3310030,Westport Elementary,Public School,"03,04,05,06",491,7,1.4,3,0.6,86,17.5,175,35.6,111,22.6,249,19.3,513,8106319,74575,109,20085268,1580.6,12707.37,21924504,1613.3,13589.85,Level 2,Not meeting gap narrowing goals,55,65,81,Level 2,61,60
3320007,Philip G Coburn,Public School,"K,01,02,03,04,05",515,320,62.1,251,48.7,71,13.8,441,85.6,347,67.4,113,16.8,517,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 1,2016 Level held harmless,36,61,76,Level 3,67,68
3320010,John R Fausey,Public School,"K,01,02,03,04,05",462,63,13.6,5,1.1,91,19.7,193,41.8,144,31.2,126,17.6,449,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 1,Meeting gap narrowing goals,89,85,91,Level 3,67,68
3320025,Memorial,Public School,"01,02,03,04,05",236,83,35.2,1,0.4,35,14.8,173,73.3,155,65.7,55,20.6,227,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 1,Meeting gap narrowing goals,24,85,86,Level 3,67,68
3320030,Mittineague,Public School,"01,02,03,04,05",163,14,8.6,0,0,22,13.5,84,51.5,69,42.3,65,12.9,161,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 2,Not meeting gap narrowing goals,48,74,74,Level 3,67,68
3320040,Tatham,Public School,"01,02,03,04,05",227,16,7,2,0.9,22,9.7,66,29.1,48,21.1,52,21.9,223,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 1,Meeting gap narrowing goals,75,87,100,Level 3,67,68
3320305,West Springfield Middle,Public School,"06,07,08",912,266,29.2,61,6.7,183,20.1,480,52.6,386,42.3,595,17.3,904,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 2,Not meeting gap narrowing goals,35,71,60,Level 3,67,68
3320505,West Springfield High,Public School,"09,10,11,12",1219,351,28.8,82,6.7,230,18.9,595,48.8,469,38.5,703,15.3,1235,19858513,67340,295,49959612.52,4015.9,12440.45,55590505.52,4157.1,13372.42,Level 3,Among lowest performing 20% of schools,15,75,80,Level 3,67,68
3350010,Deerfield School,Public School,"K,01,02,03,04,05",223,14,6.3,10,4.5,28,12.6,46,20.6,11,4.9,95,18.5,240,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,94,100,,Level 1,100,75
3350012,Downey,Public School,"K,01,02,03,04,05",244,10,4.1,3,1.2,48,19.7,61,25,13,5.3,99,18.7,250,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,93,100,93,Level 1,100,75
3350015,Paul Hanlon,Public School,"K,01,02,03,04,05",222,25,11.3,6,2.7,34,15.3,50,22.5,18,8.1,81,19.8,219,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,97,95,,Level 1,100,75
3350017,Martha Jones,Public School,"K,01,02,03,04,05",293,12,4.1,0,0,26,8.9,38,13,12,4.1,118,18.1,293,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,95,100,100,Level 1,100,75
3350025,William E Sheehan,Public School,"K,01,02,03,04,05",344,10,2.9,2,0.6,48,14,63,18.3,18,5.2,132,19.9,362,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,98,100,75,Level 1,100,75
3350305,E W Thurston Middle,Public School,"06,07,08",795,27,3.4,2,0.3,130,16.4,168,21.1,36,4.5,417,21.2,783,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,80,89,78,Level 1,100,75
3350505,Westwood High,Public School,"09,10,11,12",999,34,3.4,2,0.2,181,18.1,212,21.2,41,4.1,458,15.8,977,19994957,86074,232,49217900.81,3206.4,15349.89,51223788.04,3231.1,15853.36,Level 1,Meeting gap narrowing goals,92,99,78,Level 1,100,75
3360005,Academy Avenue,Public School,"K,01,02,03,04",317,54,17,29,9.1,46,14.5,121,38.2,74,23.3,59,20.6,326,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 1,Meeting gap narrowing goals,83,86,84,Level 3,54,49
3360020,Maria Weston Chapman Middle School,Public School,"05,06,07,08",916,56,6.1,7,0.8,150,16.4,335,36.6,232,25.3,528,19.3,941,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 3,Among lowest performing 20% of schools and subgroups,16,53,49,Level 3,54,49
3360050,Frederick C Murphy,Public School,"K,01,02,03,04",240,12,5,5,2.1,53,22.1,93,38.8,57,23.8,42,19.9,240,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,37,57,61,Level 3,54,49
3360060,Thomas V Nash,Public School,"K,01,02,03,04",231,5,2.2,1,0.4,28,12.1,69,29.9,53,22.9,42,19.5,230,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,37,64,57,Level 3,54,49
3360065,Lawrence W Pingree,Public School,"K,01,02,03,04",220,7,3.2,0,0,59,26.8,105,47.7,72,32.7,39,19.6,231,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,41,64,54,Level 3,54,49
3360080,William Seach,Public School,"K,01,02,03,04",353,102,28.9,53,15,35,9.9,230,65.2,172,48.7,68,19.8,377,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,28,71,71,Level 3,54,49
3360085,Ralph Talbot,Public School,"K,01,02,03,04",282,46,16.3,32,11.3,44,15.6,129,45.7,89,31.6,49,19.8,278,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,46,54,65,Level 3,54,49
3360105,Thomas W. Hamilton Primary School,Public School,"K,01,02,03,04",345,57,16.5,32,9.3,41,11.9,133,38.6,77,22.3,72,20.6,422,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 1,Meeting gap narrowing goals,46,87,77,Level 3,54,49
3360110,Wessagusset,Public School,"K,01,02,03,04",294,16,5.4,0,0,51,17.3,102,34.7,66,22.4,60,18,313,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,45,49,54,Level 3,54,49
3360310,Abigail Adams Middle School,Public School,"05,06",939,90,9.6,13,1.4,140,14.9,369,39.3,287,30.6,516,22.3,985,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,25,43,50,Level 3,54,49
3360505,Weymouth High School,Public School,"09,10,11,12",1953,156,8,41,2.1,300,15.4,693,35.5,483,24.7,964,16.6,2012,33277110,79935,416,84045543.55,6577.2,12778.32,93154906.31,6812,13675.12,Level 2,Not meeting gap narrowing goals,43,70,74,Level 3,54,49
3370005,Whately Elementary,Public School,"PK,K,01,02,03,04,05,06",129,1,0.8,0,0,21,16.3,46,35.7,31,24,45,13.4,132,623618,87834,7,2245705,131.3,17103.62,2416502,144.6,16711.63,Level 2,Not meeting gap narrowing goals,51,60,,Level 2,60,
3400020,Anne T. Dunphy School,Public School,"PK,K,01,02,03,04,05,06",158,3,1.9,2,1.3,24,15.2,46,29.1,27,17.1,71,17.8,170,1077884,65326,17,2233550,154.8,14428.62,2875936,203.5,14132.36,Level 2,Not meeting gap narrowing goals,62,61,39,Level 2,61,39
3410010,Williamstown Elementary,Public School,"PK,K,01,02,03,04,05,06",450,0,0,0,0,56,12.4,116,25.8,80,17.8,193,17.3,453,2596834,70952,37,6402139.97,446.8,14328.87,6639772.79,456.1,14557.71,Level 1,Meeting gap narrowing goals,90,88,86,Level 1,88,86
3420060,North Intermediate,Public School,"04,05",270,11,4.1,2,0.7,44,16.3,70,25.9,29,10.7,155,18.6,278,19466899,71281,273,48418275,3429.8,14116.94,54433687,3511.4,15501.99,Level 1,Meeting gap narrowing goals,74,76,76,Level 2,58,59
3420080,West Intermediate,Public School,"04,05",254,6,2.4,2,0.8,58,22.8,80,31.5,29,11.4,141,19.8,255,19466899,71281,273,48418275,3429.8,14116.94,54433687,3511.4,15501.99,Level 2,Not meeting gap narrowing goals,73,64,58,Level 2,58,59
3420330,Wilmington Middle School,Public School,"06,07,08",869,9,1,3,0.3,151,17.4,203,23.4,79,9.1,511,19.1,872,19466899,71281,273,48418275,3429.8,14116.94,54433687,3511.4,15501.99,Level 2,Not meeting gap narrowing goals,54,50,55,Level 2,58,59
3420505,Wilmington High,Public School,"09,10,11,12",891,21,2.4,6,0.7,116,13,173,19.4,72,8.1,428,14.5,876,19466899,71281,273,48418275,3429.8,14116.94,54433687,3511.4,15501.99,Level 2,Not meeting gap narrowing goals,69,71,72,Level 2,58,59
3430050,Toy Town Elementary,Public School,"03,04,05",281,10,3.6,5,1.8,51,18.1,139,49.5,108,38.4,121,21.7,290,7721372,76449,101,18378399.75,1340.4,13711.13,21208225.94,1530.7,13855.25,Level 3,Among lowest performing 20% of schools,16,74,74,Level 3,40,40
3430315,Murdock Middle School,Public School,"06,07,08",296,13,4.4,5,1.7,47,15.9,127,42.9,100,33.8,133,18.5,312,7721372,76449,101,18378399.75,1340.4,13711.13,21208225.94,1530.7,13855.25,Level 3,Among lowest performing 20% of schools and subgroups,10,49,38,Level 3,40,40
3430515,Murdock High School,Public School,"09,10,11,12",289,10,3.5,2,0.7,62,21.5,138,47.8,107,37,148,15.2,325,7721372,76449,101,18378399.75,1340.4,13711.13,21208225.94,1530.7,13855.25,Level 3,Among lowest performing 20% of schools and subgroups,12,64,77,Level 3,40,40
3440005,Lincoln Elementary,Public School,"K,01,02,03,04,05",410,27,6.6,9,2.2,51,12.4,67,16.3,7,1.7,262,18,400,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 1,Meeting gap narrowing goals,98,100,84,Level 2,100,87
3440020,Lynch Elementary,Public School,"PK,K,01,02,03,04,05",546,166,30.4,66,12.1,86,15.8,193,35.3,51,9.3,292,18.1,544,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 1,Meeting gap narrowing goals,93,100,100,Level 2,100,87
3440025,Vinson-Owen Elementary,Public School,"K,01,02,03,04,05",422,105,24.9,25,5.9,54,12.8,103,24.4,12,2.8,249,21.3,445,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 1,Meeting gap narrowing goals,99,100,79,Level 2,100,87
3440040,Muraco Elementary,Public School,"K,01,02,03,04,05",404,48,11.9,19,4.7,53,13.1,89,22,22,5.4,249,19.2,399,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 1,Meeting gap narrowing goals,97,100,79,Level 2,100,87
3440045,Ambrose Elementary,Public School,"K,01,02,03,04,05",440,29,6.6,13,3,66,15,85,19.3,5,1.1,267,20.9,472,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 1,Meeting gap narrowing goals,96,100,100,Level 2,100,87
3440305,McCall Middle,Public School,"06,07,08",1133,168,14.8,15,1.3,208,18.4,281,24.8,48,4.2,507,22,1109,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 2,Not meeting gap narrowing goals,86,92,62,Level 2,100,87
3440505,Winchester High School,Public School,"09,10,11,12",1268,150,11.8,19,1.5,228,18,305,24.1,71,5.6,584,17,1223,24712152,74033,334,54348779.26,4488.2,12109.26,58361393.49,4559.3,12800.52,Level 1,Meeting gap narrowing goals,99,100,100,Level 2,100,87
3460020,Arthur T. Cummings Elementary School,Public School,"03,04,05",458,99,21.6,37,8.1,74,16.2,203,44.3,123,26.9,289,23,628,9002723,59424,152,23260192.57,1920.4,12112.16,24584797.57,1959.3,12547.75,Level 2,Not meeting gap narrowing goals,68,76,71,Level 2,64,60
3460505,Winthrop High School,Public School,"PK,09,10,11,12",576,82,14.2,23,4,104,18.1,229,39.8,153,26.6,295,18.3,737,9002723,59424,152,23260192.57,1920.4,12112.16,24584797.57,1959.3,12547.75,Level 2,Not meeting gap narrowing goals,70,54,53,Level 2,64,60
3470005,Goodyear Elementary School,Public School,"K,01,02,03,04,05",321,36,11.2,15,4.7,35,10.9,141,43.9,104,32.4,170,19.5,332,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,33,71,56,Level 2,60,52
3470020,Daniel P Hurld,Public School,"K,01,02,03,04,05",208,11,5.3,7,3.4,15,7.2,47,22.6,28,13.5,120,17.8,213,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,52,63,,Level 2,60,52
3470025,Linscott-Rumford,Public School,"K,01,02,03,04,05",224,57,25.4,18,8,25,11.2,96,42.9,69,30.8,120,18.4,221,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,52,60,48,Level 2,60,52
3470040,Clyde Reeves,Public School,"PK,K,01,02,03,04,05",457,42,9.2,22,4.8,65,14.2,142,31.1,71,15.5,256,18,497,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,75,70,66,Level 2,60,52
3470043,Shamrock,Public School,"PK,K,01,02,03,04,05",331,72,21.8,44,13.3,103,31.1,212,64,129,39,154,16.7,368,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,48,59,63,Level 2,60,52
3470055,Malcolm White,Public School,"K,01,02,03,04,05",322,72,22.4,24,7.5,27,8.4,140,43.5,110,34.2,170,20.4,347,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,42,74,73,Level 2,60,52
3470060,Wyman,Public School,"K,01,02,03,04,05",181,23,12.7,7,3.9,16,8.8,53,29.3,33,18.2,110,16.6,183,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 1,2016 Level held harmless,60,60,67,Level 2,60,52
3470065,Mary D Altavesta,Public School,"K,01,02,03,04,05",246,85,34.6,25,10.2,33,13.4,125,50.8,77,31.3,147,17.1,251,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,70,74,71,Level 2,60,52
3470405,John F Kennedy Middle School,Public School,"06,07,08",507,82,16.2,18,3.6,81,16,200,39.4,131,25.8,432,17.2,523,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,43,60,51,Level 2,60,52
3470410,Daniel L Joyce Middle School,Public School,"06,07,08",498,62,12.4,15,3,105,21.1,198,39.8,108,21.7,473,16.5,534,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,60,61,54,Level 2,60,52
3470505,Woburn High,Public School,"09,10,11,12",1333,234,17.6,60,4.5,190,14.3,470,35.3,293,22,621,16.4,1338,26650981,73237,364,68742713.31,4756.7,14451.77,74225432.37,4896.7,15158.26,Level 2,Not meeting gap narrowing goals,28,81,73,Level 2,60,52
